Summary,Issue key,Issue id,Issue Type,Status,Project key,Project name,Project type,Project lead,Project lead id,Project description,Priority,Resolution,Assignee,Assignee Id,Reporter,Reporter Id,Creator,Creator Id,Created,Updated,Last Viewed,Resolved,Due date,Votes,Labels,Description,Environment,Watchers,Watchers Id,Original estimate,Remaining Estimate,Time Spent,Work Ratio,Σ Original Estimate,Σ Remaining Estimate,Σ Time Spent,Security Level,Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Inward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Outward issue link (Blocks),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Inward issue link (Cloners),Outward issue link (Cloners),Attachment,Attachment,Custom field (Actual Result),Custom field (Actual end),Custom field (Actual start),Custom field (Change reason),Custom field (Change risk),Custom field (Change type),Custom field (Development),Custom field (Epic Color),Custom field (Epic Link),Epic Link Summary,Custom field (Epic Name),Custom field (Epic Status),Custom field (Expected Result),Custom field (Impact),Custom field (Issue color),Custom field (Locked forms),Custom field (Open forms),Custom field (Rank),Custom field (Reason),Custom field (Request Type),Custom field (Score),Custom field (Sentiment),Sprint,Sprint,Custom field (Start date),Custom field (Story Points),Custom field (Story point estimate),Custom field (Submitted forms),Custom field (Target end),Custom field (Target start),Team Id,Team Name,Custom field (Test Level),Custom field (Test Steps),Custom field (TestCase Result),Custom field (Total forms),Custom field (Vulnerability),Custom field ([CHART] Date of First Response),Custom field ([CHART] Time in Status),Parent,Parent summary,Status Category,Status Category Changed
T  - Counter Name: Counter Name is required,N3NJS1809-133,10293,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 1:07 PM,18/Jul/24 1:42 PM,18/Jul/24 3:19 PM,18/Jul/24 1:07 PM,,0,SaleManagement,"* T  - Counter Name: Counter Name is required
Steps we’ll take…
1. Click “New Sale Bill” button
2. Do not fill anything in Customer Name field
3. Press Save Button

Success is:
A pop up: “Please select counter”",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-89,,,,,,,,,N3NJS1809-162,,,,,,,,,,18/Jul/24 1:08 PM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (397).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10185,,A pop up: “Please select counter”,,,,,,{},,,,,,A pop up: “Please select counter”,,,,,0|i001n3:,,,,,,,,,,,,,,,Unit,"1. Click “New Sale Bill” button
2. Do not fill anything in Counter Name field
3. Press Save Button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_7858,,,Done,18/Jul/24 1:07 PM
T15 Jewellry Name - Jewelry Name is required,N3NJS1809-132,10292,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:06 PM,18/Jul/24 1:18 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T06 Jewellry Name - Jewelry Name is required

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Jewellry Name field
# Press tab move to the next field 

Success is….

 An toast “Jewellry Name is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-114,,,,,,,,,{},,,,,,An toast “Jewellry Name is required ” must be shown,,,,,0|i001mv:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Jewellry Name field

Press tab move to the next field",Skip,,,,,,,To Do,18/Jul/24 1:06 PM
T26 Counter - Counter is required,N3NJS1809-131,10291,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 1:04 PM,18/Jul/24 1:05 PM,18/Jul/24 1:04 PM,18/Jul/24 1:05 PM,,0,StaffManagement,"T26 Counter - Counter is required
Steps we’ll take…

[1.Do|http://1.Do] not choose value in Counter field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

# click on Submit button 


*Success is….*✨ 

An error message “Counter is required” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,,,,,,,,,,N3NJS1809-22,,,,,,,,,,,,,,,,,,N3NJS1809-94,18/Jul/24 1:04 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_130408419.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10183,,An error message “Counter is required” must be shown,,,,,,{},,,,,,An error message “Counter is required” must be shown,,,,,0|i001mn:,,,,,,,,,,,,,,,Unit,"1.Do not choose value in Counter field 
 2.Input the rest field : 

Code : ZXC

   Full name : Trương Minh Phước

Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

3. click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_111638,,,Done,18/Jul/24 1:05 PM
T14 Jewellry Code - Jewelry Code is required,N3NJS1809-130,10290,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:03 PM,18/Jul/24 1:12 PM,18/Jul/24 3:19 PM,,,0,ProductManagement,"T05 Jewellry Code is required  

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Jewellry Code field
# Press tab move to the next field 

Success is….

 An toast “Jewellry Code is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-113,18/Jul/24 1:03 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644746689029_2af5fdea447baa96263000dc7a3b31a8.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10182,,An toast “Jewellry Code is required ” is shown,,,,,,{},,,,,,An toast “Jewellry Code is required ” must be shown,,,,,0|i001mf:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Jewellry Code field

Press tab move to the next field",Skip,,,,,,,To Do,18/Jul/24 1:03 PM
T.. Gender Verification - Gender is required,N3NJS1809-129,10289,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,18/Jul/24 1:02 PM,18/Jul/24 1:33 PM,18/Jul/24 3:19 PM,18/Jul/24 1:33 PM,,0,CreateCustomer,"h2. Description

T.. Code is required
Steps we’ll take…

# Do not input any value in gender field
# Input the rest fields correctly
# Click on Submit button

 *Success is….*✨

An error message “Gender is required” must be shown",,Do Nguyen My Anh,712020:efc959d6-196b-4f1a-a0e4-32a7627d31f9,,,,,,,,,,,,,,,,,,N3NJS1809-44,,,,,,,,,,,,,,,,,,N3NJS1809-98,,,An error message “Gender is required” is shown,,,,,,{},,,,,,An error message “Gender is required” is shown,,,,,0|i001m7:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,e11a2516-80c3-4f0b-8283-ce0ed24438e6,N3_NJS1809,Unit,"1. Do not input any value in code field

2. Input the rest fields correctly

3. Click on Submit button",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_1876209,,,Done,18/Jul/24 1:33 PM
T13 Barcode - Barcode is required,N3NJS1809-128,10288,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 1:00 PM,18/Jul/24 1:18 PM,18/Jul/24 1:00 PM,,,0,ProductManagement,"T04 Barcode is required  

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  fill the Barcode field
# Press tab move to the next field 

Success is….

 An toast “Barcode is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-24,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-68,,,,,,,,,{},,,,,,An toast “Barcode is required ” must be shown,,,,,0|i001lz:,,,,,,,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  fill the Barcode field

Press tab move to the next field",Skip,,,,,,,To Do,18/Jul/24 1:00 PM
T31 Delete Staff - Deleted Successfully,N3NJS1809-126,10286,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 12:56 PM,18/Jul/24 3:15 PM,18/Jul/24 12:56 PM,18/Jul/24 1:00 PM,,0,StaffManagement,"T31 Delete Staff - Deleted Successfully
Steps we’ll take…


  1. Click on 3 dot toggle, choose delete

# A modal show information staff, click on delete 


*Success is….*✨ 

An success message “Deleted successfully” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-86,,,,,,,,,,,,,,,,,,,,,,,,,,,N3NJS1809-125,18/Jul/24 12:59 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_125900365.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10180,,An success message “Delete successfully” must be shown,,,,,,{},,,,,,An success message “Delete successfully” must be shown,,,,,0|i001lr:,,,,,,,,,,,,,,,Unit,"T31 Delete Staff - Deleted Successfully
Steps we’ll take…

1.Then search “ZXC” on search staff 
 2. Click on 3 dot toggle, choose delete

A modal show information staff, click on delete ",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_209969,,,Done,18/Jul/24 1:00 PM
T30 Counter - Counter is required(role Staff),N3NJS1809-125,10285,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 12:51 PM,18/Jul/24 12:56 PM,18/Jul/24 12:51 PM,18/Jul/24 12:55 PM,,0,StaffManagement,"T30 Counter - Counter is required(role Staff)
Steps we’ll take…

1.Create a new staff 
 2.Input the rest field : 

 Code : ZXC

Full Name: Trương Minh Phước 

  Password: 1234

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 
# Then search “ZXC” on search staff 
# Click on 3 dot toggle , choose edit
# At Counter field, delete the data and click outside (in area of modal)
# Click on Submit 


*Success is….*✨ 

An success message “Staff update successfully” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-85,,,,,,,,,,,,,,,,,,N3NJS1809-126,,,,,,,,,N3NJS1809-123,18/Jul/24 12:54 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_125418301.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10175,18/Jul/24 12:55 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_125513821.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10177,An success message “Staff update successfully” must be shown,,,,,,{},,,,,,An success message “Staff update successfully” must be shown,,,,,0|i001lj:,,,,,,,,,,,,,,,Unit,"1.Create a new staff 
 2.Input the rest field : 

 Code : ZXC

Full Name: Trương Minh Phước 

  Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

 counter: 312 

3.click on Submit button 

4.Then search “ZXC” on search staff 

5.Click on 3 dot toggle , choose edit

6.At Counter field, delete the data and click outside (in area of modal)

Click on Submit",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_288648,,,Done,18/Jul/24 12:55 PM
T11 Jewellery Type - Jewellery Type must be selected,N3NJS1809-124,10284,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 12:50 PM,18/Jul/24 1:20 PM,18/Jul/24 3:19 PM,18/Jul/24 12:51 PM,,0,ProductManagement,"T11 Jewellery Type - Jewellery Type must be selected

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  selected the Jewellery Type field
# Press Add 

Success is….

 An toast “Jewellery Type is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-144,,,,,,,,,N3NJS1809-122,18/Jul/24 12:50 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644750763123_e9d705793c99a3cc29e3103eb2f975f0.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10173,,An toast “Jewellery Type is required” is shown,,,,,,{},,,,,,An toast “Jewellery Type is required ” must be shown,,,,,0|i001lb:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  selected the Jewellery Type field

Press Add",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_51437,,,Done,18/Jul/24 12:51 PM
T29 Phone Number - Phone Number must be numberic and at 9 digits,N3NJS1809-123,10283,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 12:47 PM,18/Jul/24 12:55 PM,18/Jul/24 12:47 PM,18/Jul/24 12:50 PM,,0,StaffManagement,"T29 Phone Number - Phone Number must be numberic and at 9 digits
Steps we’ll take…

1.Create a new staff 
 2.Input the rest field : 

 Code : ZXC

Full Name: Trương Minh Phước 

  Password: 1234

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 
# Then search “ZXC” on search staff 
# Click on 3 dot toggle , choose edit
# At Phone Number field, delete the data and blank it
# Click on Submit 
# At Phone Number field , write any words or phone number < 9 digits


*Success is….*✨ 

An error message “Phone Number must be numberic and at 9 digits” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-85,,,,,,,,,,,,,,,,,,N3NJS1809-125,,,,,,,,,N3NJS1809-118,18/Jul/24 12:50 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_125026127.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10174,18/Jul/24 12:55 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_125536924.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10178,An error message “Phone Number must be numberic and at 9 digits” must be shown,,,,,,{},,,,,,An error message “Phone Number must be numberic and at 9 digits” must be shown,,,,,0|i001l3:,,,,,,,,,,,,,,,Unit,"1.Create a new staff 
 2.Input the rest field : 

 Code : ZXC

Full Name: Trương Minh Phước 

  Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

 counter: 312 

3.click on Submit button 

4.Then search “ZXC” on search staff 

5.Click on 3 dot toggle , choose edit

6.At Phone Number field, delete the data and blank it

7.Click on Submit 

8.At Phone Number field , write any words or phone number < 9 digits",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_210335,,,Done,18/Jul/24 12:50 PM
T10 Gem Type - Gem Type must be selected,N3NJS1809-122,10282,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 12:46 PM,18/Jul/24 1:19 PM,18/Jul/24 3:19 PM,18/Jul/24 12:48 PM,,0,ProductManagement,"T10 Gem Type - Gem Type must be selected

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  selected the Gem Type field
# Press Add 

Success is….

 An toast “Gem Type is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-124,N3NJS1809-142,,,,,,,,N3NJS1809-119,18/Jul/24 12:48 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644750763123_e9d705793c99a3cc29e3103eb2f975f0.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10171,,An toast “Gem Type is required ” is shown,,,,,,{},,,,,,An toast “Gem Type is required ” must be shown,,,,,0|i001kv:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  selected the Gem Type field

Press Add",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_73751,,,Done,18/Jul/24 12:48 PM
T    CustomerName - Search bill with Customer Name,N3NJS1809-121,10281,Testcase,To Do,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 12:45 PM,18/Jul/24 3:16 PM,18/Jul/24 3:19 PM,,,0,SaleManagement,"T   - CustomerName - Search bill with Customer Name


* Steps we’ll take…
1. Click “Search Bill” buttom
2. Fill “Nguyen Van B” to search Customer Name

Success is:
Bill with Customer Name “Nguyen Van B” appear including data",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-112,,,,,,,,,N3NJS1809-178,,,,,,,,,,18/Jul/24 12:45 PM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (396).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10167,,"A notification: ""Not found

No results found for  ""Nguyen Van B""
Cannot find Bill with Customer Name",,,,,,{},,,,,,Bills with Customer Name “Nguyen Van B” appear including data,,,,,0|i001kn:,,,,,,,,,,,,,,,Unit,"1. Click “Search Bill” buttom
2. Fill “Nguyen Van B” to search Customer Name",Skip,,,,,,,To Do,18/Jul/24 12:45 PM
T09 Gold Type -  Gold Type must be selected,N3NJS1809-119,10279,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,18/Jul/24 12:41 PM,18/Jul/24 1:16 PM,18/Jul/24 3:19 PM,18/Jul/24 1:15 PM,,0,ProductManagement,"T09 Gold Type -  Gold Type must be selected

Steps we’ll take… 

# Press “New Jewellery” button
# Do not  selected the Gold Type field
# Press Add 

Success is….

 An toast “Gold Type is required ” must be shown",,Nguyễn Lê Khôi,712020:586ced39-a98a-4037-8a62-d032a63f562a,,,,,,,,,N3NJS1809-20,,,,,,,,,,,,,,,,,,N3NJS1809-122,N3NJS1809-140,,,,,,,,N3NJS1809-116,18/Jul/24 12:45 PM;rk:e437ebd3-624a-4e45-9026-7bfe25bae05d;z5644750763123_e9d705793c99a3cc29e3103eb2f975f0.jpg;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10168,,An toast “Gold Type is required ” is shown,,,,,,{},,,,,,An toast “Gold Type is required ” must be shown,,,,,0|i001k7:,,,,,N3NJS180 Sprint 1,NJS1809 Sprint 2,,,,,,,,,Unit,"Press “New Jewellery” button

Do not  selected the Gold Type field

Press Add",Pass,,,,10004_*:*_2_*:*_1891885_*|*_10003_*:*_2_*:*_131474,,,Done,18/Jul/24 1:15 PM
T28 Full Name - Full Name must contain at least 2 words,N3NJS1809-118,10278,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,18/Jul/24 12:40 PM,18/Jul/24 12:47 PM,18/Jul/24 12:40 PM,18/Jul/24 12:46 PM,,0,StaffManagement,"T28 Full Name - Full Name must contain at least 2 words  
Steps we’ll take…

1.Create a new staff 
 2.Input the rest field : 

 Code : ZXC

Full Name: Trương Minh Phước 

  Password: 1234

  phoneNumber: 0987654321 

 email: [myeyes@gmail.com|mailto:myeyes@gmail.com]

 counter: 312 

# click on Submit button 
# Then search “ZXC” on search staff 
# Click on 3 dot toggle , choose edit
# At Full Name field, delete the data and blank it
# Click on Submit 
# At Full Name field , write any 1 words


*Success is….*✨ 

An error message “Full Name must contain at least 2 words” must be shown",,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,,,,,,,,N3NJS1809-85,,,,,,,,,,,,,,,,,,N3NJS1809-123,,,,,,,,,N3NJS1809-91,18/Jul/24 12:46 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_124611184.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10169,18/Jul/24 12:46 PM;712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5;hình ảnh_2024-07-18_124626951.png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10170,An error message “Full Name must contain at least 2 words” must be shown,,,,,,{},,,,,,An error message “Full Name must contain at least 2 words” must be shown,,,,,0|i001jz:,,,,,,,,,,,,,,,Unit,"1.Create a new staff 
 2.Input the rest field : 

 Code : ZXC

Full Name: Trương Minh Phước 

  Password: 1234

  phoneNumber: 0987654321 

 email: myeyes@gmail.com

 counter: 312 

click on Submit button 

3.Then search “ZXC” on search staff 

4.Click on 3 dot toggle , choose edit

5.At Full Name field, delete the data and blank it

6.Click on Submit 

7.At Full Name field , write any 1 words",Pass,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_362585,,,Done,18/Jul/24 12:46 PM
T   - BillId - Search bill with BillId,N3NJS1809-117,10277,Testcase,Done,N3NJS1809,N3_NJS1809_SWP,software,Trương Minh Phước,712020:5eb85af2-71b5-4db7-b278-cb5d58420ad5,,Medium,Done,,,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,18/Jul/24 12:39 PM,18/Jul/24 2:55 PM,18/Jul/24 12:39 PM,18/Jul/24 12:39 PM,,0,SaleManagement,"* T   - BillId - Search bill with BillId

Steps we’ll take…
1. Click “Search Bill” buttom
2. Fill “2” to search BillId

Success is:
Bill with ID “2” appear including data",,Hồ Hữu Phước,712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2,,,,,,,,,,,,,,,,,,N3NJS1809-112,,,,,,,,,N3NJS1809-173,,,,,,,,,,18/Jul/24 12:39 PM;712020:a0a953d5-90e0-4a73-bc0c-3340c8b3c1a2;Screenshot (395).png;https://fpt-team-kweek2z8.atlassian.net/rest/api/3/attachment/content/10164,,Bill with ID “2” appear including data,,,,,,{},,,,,,Bill with ID “2” appear including data,,,,,0|i001jr:,,,,,,,,,,,,,,,Unit,"1. Click “Search Bill” buttom
2. Fill “2” to search BillId",,,,,10004_*:*_1_*:*_0_*|*_10003_*:*_1_*:*_15722,,,Done,18/Jul/24 12:39 PM
